scripCode,companyName,securityID
506690,UNICHEM LABORATORIES LTD.,UNICHEMLAB
506734,MYSORE PETRO CHEMICALS LTD.,MYSORPETRO
506767,ALKYL AMINES CHEMICALS LTD.,ALKYLAMINE
506808,Tuticorin Alkali Chemicals And Fertilizers Ltd,TUTIALKA
506820,ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN
506852,Primo Chemicals Ltd,PRIMO
506854,TANFAC INDUSTRIES LTD.,TANFACIND
506858,GUJARAT PETROSYNTHESE LTD.,GUJPETR
506863,SWADESHI INDUSTRIES LEASING CO.LTD.,SWADEIN
506879,GUJARAT THEMIS BIOSYN LTD.,GUJTHEM
506919,MAKERS LABORATORIES LTD.,MAKERSL
506935,CONTINENTAL CHEMICALS LTD.,CONTCHM
506943,J.B.CHEMICALS & PHARMACEUTICALS LTD.,JBCHEPHARM
506947,ADVANCE PETROCHEMICALS LTD.,ADVPETR-B
506975,RAJASTHAN PETRO SYNTHETICS LTD.,RAJSPTR
506981,BLUE CHIP TEX INDUSTRIES LTD.,BLUECHIPT
507155,JAGATJIT INDUSTRIES LTD.,JAGAJITIND
507180,KESAR ENTERPRISES LTD.,KESARENT
507205,TILAKNAGAR INDUSTRIES LTD.,TI
507265,Emerald Leisures Ltd,EMERALL
507300,RAVALGAON SUGAR FARM LTD.,RAVALSUGAR
507315,SAKTHI SUGARS LTD.,SAKHTISUG
507410,WALCHANDNAGAR INDUSTRIES LTD.,WALCHANNAG
507438,IFB AGRO INDUSTRIES LTD.,IFBAGRO
507474,KOTHARI FERMENTATION & BIOCHEM LTD.,KFBL
507486,CAPROLACTAM CHEMICALS LTD.,CAPRO
507488,G.M.BREWERIES LTD.,GMBREW
507490,RANA SUGARS LTD.,RANASUG
507498,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,PICCASUG
507514,SOM DISTILLERIES & BREWERIES LTD.,SDBL
507515,C.J.GELATINE PRODUCTS LTD.,CJGEL
507526,ASSOCIATED ALCOHOLS & BREWERIES LTD.,ASALCBR
507552,FOODS & INNS LTD.,FOODSIN
507580,IVP LTD.,IVP
507598,Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM
507609,OLYMPIC OIL INDUSTRIES LTD.,OLYOI
507621,MILKFOOD LTD.,MLKFOOD
507645,POLSON LTD.,POLSON
507685,WIPRO LTD.,WIPRO
507690,ORIENT BEVERAGES LTD.,ORIBEVER
507717,DHANUKA AGRITECH LTD.,DHANUKA
507747,TTK HEALTHCARE LTD.,TTKHLTCARE
507753,TGV Sraac Ltd,TGVSL
507759,LIME CHEMICALS LTD.,LIMECHM
507779,KANPUR PLASTIPACK LTD.,KANPRPLA
507785,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,TAINWALCHM
507789,JAGSONPAL PHARMACEUTICALS LTD.,JAGSNPHARM
507794,KHAITAN CHEMICALS & FERTILIZERS LTD.,KHAICHEM
507808,UNITED LEASING & INDUSTRIES LTD.,UNTTEMI
507813,NATIONAL OXYGEN LTD.,NOL
507815,GILLETTE INDIA LTD.,GILLETTE
507817,WIRES & FABRIKS (SA) LTD.,WIREFABR
507828,Ansal Housing Ltd,ANSALHSG
507833,COMPUTER POINT LTD.,COMPUPN
507836,MAC CHARLES (INDIA) LTD.,MCCHRLS-B
507852,ADDI INDUSTRIES LTD.,ADDIND
507864,PIONEER INVESTCORP LTD.,PIONRINV
507872,ASHNOOR TEXTILE MILLS LTD.,ASHNOOR
507878,UNITECH LTD.,UNITECH
507880,V.I.P.INDUSTRIES LTD.,VIPIND
507910,FIBERWEB (INDIA) LTD.,FIBERWEB
507912,LKP Finance Limited,LKPFIN
507917,EAST BUILDTECH LTD.,EASTBUILD
507938,MANIPAL FINANCE CORPORATION LTD.,MNPLFIN
507944,BAJAJ STEEL INDUSTRIES LTD.,BAJAJST
507946,KIDUJA INDIA LTD.,KIDUJA
507948,KEY CORP LTD.,KEYCORP
507960,GUJARAT HOTELS LTD.,GUJHOTE
507966,RAS RESORTS & APART HOTELS LTD.,RASRESOR
507970,PARAMOUNT COSMETICS (INDIA) LTD.,PARMCOS-B
507981,JINDAL HOTELS LTD.,JINDHOT
507998,SIMMONDS MARSHALL LTD.,SIMMOND
508136,B & A LTD.,BNALTD
508486,HAWKINS COOKERS LTD.,HAWKINCOOK
508494,WARREN TEA LTD.,WARRENTEA
508571,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,COCHMAL
508664,BEST EASTERN HOTELS LTD.,BESTEAST
508670,NEELAMALAI AGRO INDUSTRIES LTD.,NEAGI
508807,IST LTD.,ISTLTD
508814,Cosmo First Ltd,COSMOFIRST
508860,Diamant Infrastructure Limited,DIAMANT
508869,APOLLO HOSPITALS ENTERPRISE LTD.,APOLLOHOSP
508875,Nitin Castings Ltd,NITINCAST
508905,SMIFS CAPITAL MARKETS LTD.,SMIFS
508906,EVEREST INDUSTRIES LTD.,EVERESTIND
508918,Ironwood Education Ltd,IRONWOOD
508922,MSR INDIA LTD.,MSRINDIA
508933,AYM Syntex Ltd,AYMSYNTEX
508941,PANASONIC CARBON INDIA CO.LTD.,PANCARBON
508954,Finkurve Financial Services Ltd,FINKURVE
508956,HB LEASING & FINANCE CO.LTD.,HBLEAS
508961,SHRICON INDUSTRIES LTD.,SHRICON
508963,STERLING GUARANTY & FINANCE LTD.,TRUSTWAVE
508969,Sulabh Engineers & Services Ltd.,SULABEN
508980,Frontier Capital Ltd,FRONTCAP
508989,Navneet Education Limited,NAVNETEDUL
509009,AuSom Enterprise Limited,AUSOMENT
509015,THAKRAL SERVICES (INDIA) LTD.,THAKRAL
509020,RUCHI INFRASTRUCTURE LTD.,RUCHINFRA
509026,VJTF EDUSERVICES LTD.,VJTFEDU
509038,VOLTAIRE LEASING & FINANCE LTD.,VOLLF
509040,NETLINK SOLUTIONS (INDIA) LTD.,NETLINK
509046,Triliance Polymers Ltd,TRILIANCE
509048,LANCOR HOLDINGS LTD.,LANCORHOL
509051,INDIAN INFOTECH & SOFTWARE LTD.,INDINFO
509053,BANAS FINANCE LTD.,BANASFN
509055,VISAKA INDUSTRIES LTD.,VISAKAIND
509069,INFOMEDIA PRESS LTD.,INFOMEDIA
509073,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,HATHWAYB
509079,GUFIC BIOSCIENCES LTD.,GUFICBIO
509099,OSWAL LEASING LTD.,OSWALEA
509152,GRP LTD.,GRPLTD
509162,INDAG RUBBER LTD.,INDAG
509196,MM RUBBER COMPANY LTD.,MMRUBBR-B
509220,PTL ENTERPRISES LTD.,PTL
509243,TVS SRICHAKRA LTD.,TVSSRICHAK
509423,Sanathnagar Enterprises Limited,SEL
509438,BENARES HOTELS LTD.,BENARAS
509449,BHAGWATI OXYGEN LTD.,BHAGWOX
509470,Bombay Oxygen Investments Ltd,BOMOXY-B1
509472,CRAVATEX LTD.,CRAVATEX
509480,BERGER PAINTS INDIA LTD.,BERGEPAINT
509486,CAPRIHANS INDIA LTD.,CAPRIHANS
509488,GRAPHITE INDIA LTD.,GRAPHITE
509496,ITD CEMENTATION INDIA LTD.,ITDCEM
509525,EMPIRE INDUSTRIES LTD.,EMPIND
509546,GRAVISS HOSPITALITY LTD.,GRAVISSHO
509557,Garware Technical Fibres Ltd,GARFIBRES
509563,GARWARE MARINE INDUSTRIES LTD.,GARWAMAR
509567,GOA CARBON LTD.,GOACARBON
509597,HARDCASTLE & WAUD MFG.CO.LTD.,HARDCAS
509631,HEG LTD.,HEG
509635,HINDUSTAN COMPOSITES LTD.,HINDCOMPOS
509675,HIL LTD.,HIL
509692,INDIAN CARD CLOTHING CO.LTD.,INDIANCARD
509709,INTERNATIONAL CONVEYORS LTD.,INTLCONV
509715,JAY SHREE TEA & INDUSTRIES LTD.,JAYSREETEA
509760,MODERN SHARES & STOCKBROKERS LTD.,MODRNSH
509820,Huhtamaki India Ltd,HUHTAMAKI
509835,PREMIER SYNTHETICS LTD.,PREMSYN
509845,R.J.SHAH & CO.LTD.,RJSHAH
509874,SHALIMAR PAINTS LTD.,SHALPAINTS
509887,SINNAR BIDI UDYOG LTD.,SINNAR
509895,HINDOOSTAN MILLS LTD.,HINDMILL
509930,SUPREME INDUSTRIES LTD.,SUPREMEIND
509945,THACKER & CO.LTD.,THACKER
509960,U.p.hotels Ltd.,UPHOT
509966,VST INDUSTRIES LTD.,VSTIND
510245,SWASTI VINAYAKA SYNTHETICS LTD.,SWASTIVI
511000,MADHUSUDAN SECURITIES LTD.,MADHUSE
511012,YAMINI INVESTMENTS COMPANY LTD.,YAMNINV
511016,Premier Capital Services Ltd.,PREMCAP
511018,Milgrey Finance & Investments Ltd,ZMILGFIN
511034,JINDAL DRILLING & INDUSTRIES LTD.,JINDRILL
511066,SAKTHI FINANCE LTD.,SAKTHIFIN
511076,SAT INDUSTRIES LTD.,SATINDLTD
511092,JMD Ventures Ltd,JMDVL
511108,SHIVA TEXYARN LTD.,SHIVATEX
511110,V.B.DESAI FINANCIAL SERVICES LTD.,VBDESAI
511116,Quadrant Televentures Limited,QUADRANT
511122,FIRST CUSTODIAN FUND (INDIA) LTD.,1STCUS
511131,KAMANWALA HOUSING CONSTRUCTION LTD.,KAMANWALA
511147,WSFx Global Pay Ltd,WSFX
511153,Anjani Foods Ltd,ANJANIFOODS
511169,RKD Agri & Retail Ltd,RKDAGRRTL
511176,PARSHWANATH CORPORATION LTD.,PARSHWANA
511187,Millennium Online Solutions ( India ) Ltd,MILLENNIUM
511196,CAN FIN HOMES LTD.,CANFINHOME
511200,MUNOTH CAPITAL MARKET LTD.,MUNCAPM
511208,IL&FS INVESTMENT MANAGERS LTD.,IVC
511218,Shriram Finance Ltd,SHRIRAMFIN
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN
511333,VLS FINANCE LTD.,VLSFINANCE
511355,INDIA CEMENTS CAPITAL LTD.,INDCEMCAP
511359,AD-MANUM FINANCE LTD.,ADMANUM
511377,MEHTA INTEGRATED FINANCE LTD.,MEHIF
511391,INTER GLOBE FINANCE LTD.,INTRGLB
511401,Munoth Communication Ltd,MCLTD
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI
511413,CREST VENTURES LIMITED,CREST
511431,Vakrangee Limited,VAKRANGEE
511441,Gujarat Credit Corporation Ltd.,GUJCRED
511447,Sylph Technologies Ltd.,SYLPH
511451,DHARANI FINANCE LTD.,DHARFIN
511463,Rudraksh Cap-tech Ltd.,ALEXANDER
511473,INDBANK MERCHANT BANKING SERVICES LTD.,INDBANK
511493,Shrydus Industries Ltd,SHRYDUS
511501,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,BHARAT
511505,CAPITAL TRUST LTD.,CAPTRUST
511507,USHAKIRAN FINANCE LTD.,USHAKIRA
511509,VIVO BIO TECH LTD.,VIVOBIOT
511523,Veerhealth Care Limited,VEERHEALTH
511525,PAN INDIA CORPORATION LTD.,PANINDIAC
511533,SAHARA HOUSINGFINA CORPORATION LTD.,SAHARAHOUS
511535,NDA SECURITIES LTD.,NDASEC
511539,Supra Trends Limited,SUPRATRE
511543,GSB FINANCE LTD.,GSBFIN
511549,MORARKA FINANCE LTD.,MORARKFI
511551,Monarch Networth Capital Ltd,MONARCH
511557,PRO FIN CAPITAL SERVICES LTD.,PROFINC
511559,TIMES GUARANTY LTD.,TIMESGTY
511571,SOM DATT FINANCE CORPORATION LTD.,SODFC
511577,SAVANI FINANCIALS LTD.,SAVFI
511585,REGENCY TRUST LTD.,BEFOUNDMOL
511589,Avonmore Capital & Management Services Limited,AVONMORE
511593,Libord Finance Ltd,LIBORDFIN
511601,YASH MANAGEMENT & SATELLITE LTD.,YASHMGM
511605,ARIHANT CAPITAL MARKETS LTD.,ARIHANTCAP
511609,ISL CONSULTING LTD.,ISLCONSUL
511611,DCM FINANCIAL SERVICES LTD.,DCMFINSERV
511626,RR FINANCIAL CONSULTANTS LTD.,RRFIN
511628,IM+ Capitals Limited,FEDDERSHOL
511630,SAMBHAAV MEDIA LTD.,SAMBHAAV
511636,DJS STOCK & SHARES LTD.,DJSSS
511654,SUGAL & DAMANI SHARE BROKERS LTD.,SUGALDAM
511658,NETTLINX LTD.,NETTLINX
511660,Premium Capital Market & Investments Ltd.,PREMCAPM
511664,BGIL FILMS & TECHNOLOGIES LTD.,BGIL
511672,Scan Steels Limited,SCANSTL
511676,GIC HOUSING FINANCE LTD.,GICHSGFIN
511692,AJCON GLOBAL SERVICES LTD.,AJCON
511696,CHARTERED CAPITAL & INVESTMENT LTD.,CHRTEDCA
511700,STANDARD CAPITAL MARKETS LTD.,STANCAP
511702,YOGI Ltd,YOGI
511710,CUBICAL FINANCIAL SERVICES LTD.,CUBIFIN
511712,RELIC TECHNOLOGIES LTD.,RELICTEC
511714,NIMBUS PROJECTS LTD.,NIMBSPROJ
511724,Baid Finserv Ltd,BAIDFIN
511726,VIPUL LTD.,VIPULLTD
511728,K.Z.LEASING & FINANCE LTD.,KZLFIN
511734,PASUPATI FINCAP LTD.,PASUFIN
511740,MEHTA HOUSING FINANCE LTD.,MEHTAHG
511742,Ugro Capital Ltd,UGROCAP
511754,SHALIBHADRA FINANCE LTD.,SAHLIBHFI
511756,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,ABIRAFN
511758,MANSI FINANCE (CHENNAI) LTD.,MANSIFIN
511760,Seven Hill Industries Limited,SEVENHILL
511764,Aastamangalam Finance Ltd,AASTAFIN
511766,MUTHOOT CAPITAL SERVICES LTD.,MUTHOOTCAP
511768,MASTER TRUST LTD.,MASTERTR
512008,EFC (I) Ltd,EFCIL
512014,SOBHAGYA MERCHANTILE LTD.,SOBME
512018,CNI RESEARCH LTD.,CNIRESLTD
512020,SARASWATI COMMERCIAL (INDIA) LTD.,ZSARACOM
512025,INERTIA STEEL LTD.,INERTIAST
512026,PH TRADING LTD.,PHTRADING
512036,Kapil Cotex Ltd.,KAPILCO
512038,TCC Concept Ltd,TCC
512047,Royal India Corporation Limited,ROYALIND
512048,Luharuka Media & Infra Ltd,LUHARUKA
512064,Vishvprabha Ventures Ltd,VISVEN
512068,DECCAN GOLD MINES LTD.,DECNGOLD
512070,UPL Limited,UPL
512093,CRANES SOFTWARE INTERNATIONAL LTD.,CRANESSOFT
512097,Saianand Commercial Limited,SAICOM
512099,Eyantra Ventures Ltd,EY
512103,NIDHI GRANITES LTD.,NIDHGRN
512131,Signet Industries Limited,SIGIND
512149,AVANCE TECHNOLOGIES LTD.,AVANCE
512153,M Lakhamsi Industries Ltd,MLINDLTD
512161,Securekloud Technologies Ltd,SECURKLOUD
512165,Abans Enterprises Ltd,ABANSENT
512169,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,CAPRICORN
512175,VAMA INDUSTRIES LTD.,VAMA
512179,SUNTECK REALTY LTD.,SUNTECK
512217,Prism Medico And Pharmacy Ltd.,PRISMMEDI
512229,VERITAS (INDIA) LTD.,VERITAS
512237,JAI CORP LTD.,JAICORPLTD
512247,ASHIRWAD CAPITAL LTD.,ASHCAP
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP
512267,MEDIA MATRIX WORLDWIDE LTD.,MMWL
512279,N2N Technologies Limited,NNTL
512296,BHAGYANAGAR INDIA LTD.,BHAGYANGR
512301,CHAMBAL BREWERIES & DISTILLERIES LTD.,CHMBBRW
512329,Kintech Renewables Ltd,SGMART
512344,ARAVALI SECURITIES & FINANCE LTD.,ARAVALIS
512345,Yash Trading & Finance Ltd.,YASTF
512359,Sword-Edge Commercials Limited,SWORDEDGE
512361,Cupid Trades & Finance Ltd.,CUPIDALBV
512379,CRESSANDA SOLUTIONS LTD.,CRESSAN
512381,Starteck Finance Ltd,STARTECK
512393,SHARDUL SECURITIES LTD.,SHARDUL
512399,Sera Investments & Finance India Ltd,SERA
512405,I-POWER SOLUTIONS INDIA LTD.,IPOWER
512415,MERCURY TRADE LINKS LTD.,MERCTRD
512425,NIRAV COMMERCIALS LTD.,NIRAVCOM
512437,APOLLO FINVEST (INDIA) LTD.,APOLLOFI
512441,ENBEE TRADE & FINANCE LTD.,ENBETRD
512443,Ganon Products Ltd,GANONPRO
512453,SHRI JAGDAMBA POLYMERS LTD.,SHRJAGP
512455,LLOYDS METALS AND ENERGY LTD.,LLOYDSME
512463,SHREE GLOBAL TRADEFIN LTD.,LLOYDSENT
512477,BETEX INDIA LTD.,BETXIND
512481,POLYTEX INDIA LTD.,POLYTEX
512485,DHANLAXMI COTEX LTD.,DHANCOT
512489,OASIS SECURITIES LTD.,OASISEC
512493,GARNET INTERNATIONAL LTD.,GARNETINT
512499,SHALIMAR PRODUCTIONS LTD.,SHALPRO
512519,DONEAR INDUSTRIES LTD.,DONEAR
512527,SUPER SALES INDIA LTD.,SUPER
512529,SEQUENT SCIENTIFIC LTD.,SEQUENT
512531,STATE TRADING CORPORATION OF INDIA LTD.,STCINDIA
512553,ZENITH EXPORTS LTD.,ZENITHEXPO
512559,KOHINOOR FOODS LTD.,KOHINOOR
512573,AVANTI FEEDS LTD.,AVANTIFEED
512587,ZODIAC-JRD-MKJ LTD.,ZODJRDMKJ
512589,SITA ENTERPRISES LTD.,SITAENT
512591,PULSAR INTERNATIONAL LTD.,PULSRIN
512595,UNIMODE OVERSEAS LTD.,MANBRO
512597,Keynote Financial Services Ltd,KEYFINSERV
512599,ADANI ENTERPRISES LTD.,ADANIENT
512600,Macro International Ltd,ASTALLTD
512604,HARIA EXPORTS LTD.,HARIAEXPO
512608,BHANDARI HOSIERY EXPORTS LTD.,BHANDARI
512618,RLF LTD.,RLF
512624,Regent Enterprises Ltd,REGENTRP
512626,ORBIT EXPORTS LTD.,ORBTEXP
512634,SAVERA INDUSTRIES LTD.,SAVERA
513005,VBC FERRO ALLOYS LTD.,CHROME
513023,Nava Ltd,NAVA
513043,Remi Edelstahl Tubulars Limited,REMIEDEL
513059,G.S.AUTO INTERNATIONAL LTD.,GSAUTO
513063,TRANS-FREIGHT CONTAINERS LTD.,TRANSFRE
513097,SHIVALIK BIMETAL CONTROLS LTD.,SBCL
513108,GANDHI SPECIAL TUBES LTD.,GANDHITUBE
513117,AMFORGE INDUSTRIES LTD.,AMFORG
513119,ABC GAS (INTERNATIONAL) LTD.,ONIXSOLAR
513121,ORICON ENTERPRISES LTD.,ORICONENT
513149,ACROW INDIA LTD.,ACROW
513173,STEEL STRIPS INFRASTRUCTURES LTD.,STLSTRINF
513228,PENNAR INDUSTRIES LTD.,PENIND
513250,JYOTI STRUCTURES LTD.,JYOTISTRUC
513252,JAY USHIN LTD.,JAYUSH
513262,STEEL STRIPS WHEELS LTD.,SSWL
513269,MAN INDUSTRIES (INDIA) LTD.,MANINDS
513295,Imec Services Ltd,IMEC
513303,MODERN STEELS LTD.,MDRNSTL
513307,SYNTHIKO FOILS LTD.,SYNTHFO
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA
513337,GUJARAT TOOLROOM LTD.,GUJTLRM
513343,GRAND FOUNDRY LTD.,GFSTEELS
513349,AJMERA REALTY & INFRA INDIA LTD.,AJMERA
513353,COCHIN MINERALS & RUTILE LTD.,COCHINM
513361,INDIA STEEL WORKS LTD.,ISWL
513369,Krishanveer Forge Ltd,KVFORGE
513375,CARBORUNDUM UNIVERSAL LTD.,CARBORUNIV
513377,MMTC LTD.,MMTC
513397,VALLABH STEELS LTD.,VALLABHSQ
513401,ASHIANA ISPAT LTD.,ASHIS
513403,P.M.TELELINNKS LTD.,PMTELELIN
513418,Smiths & Founders (India) Limited,SMFIL
513422,BLOOM INDUSTRIES LTD.,BLOIN
513430,Maitri Enterprises Ltd,MAITRI
513436,SHAH ALLOYS LTD.,SHAHALLOYS
513452,ELANGO INDUSTRIES LTD.,ELANGO
513456,KANISHK STEEL INDUSTRIES LTD.,KANSHST
513460,MAHALAXMI SEAMLESS LTD.,MAHALXSE
513472,SIMPLEX CASTINGS LTD.,SIMPLEXCAS
513488,SHREE STEEL WIRE ROPES LTD.,SSWRL
513496,Sizemasters Technology Ltd,SIZEMASTER
513498,SOUTHERN MAGNESIUM & CHEMICALS LTD.,SOUTHMG
513502,BARODA EXTRUSION LTD.,BAROEXT
513507,GUJARAT CONTAINERS LTD.,GUJCONT
513509,KALYANI FORGE LTD.,KALYANIFRG
513511,PANCHMAHAL STEEL LTD.,PANCHMAHQ
513513,ADITYA ISPAT LTD.,ADITYA
513517,STEELCAST LTD.,STEELCAS
513519,Pitti Engineering Ltd,PITTIENG
513528,GLITTEK GRANITES LTD.,GLITTEKG
513532,PRADEEP METALS LTD.,PRADPME
513536,Gujarat Natural Resources Limited,GNRL
513544,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,MSCTC
513548,SHARDA ISPAT LTD.,SHRDAIS
513554,MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL
513566,NOVA IRON & STEEL LTD.,NOVIS
513575,Sterling Powergensys Limited,STERPOW
513579,FOUNDRY FUEL PRODUCTS LTD.,FFPL
513599,HINDUSTAN COPPER LTD.,HINDCOPPER
513629,TULSYAN NEC LTD.,TULSYAN
513642,AXEL POLYMERS LTD.,AXELPOLY
513683,NLC India Ltd,NLCINDIA
513687,SPECTRA INDUSTRIES LTD.,SPECTRA
513693,KIC METALIKS LTD.,KAJARIR
513699,SOLID STONE COMPANY LTD.,SOLIDSTON
513709,SHILP GRAVURES LTD.,SHILGRAVQ
513713,White Organic Agro Ltd,WHITEORG
513721,MFS INTERCORP LTD.,MFSINTRCRP
513729,ARO GRANITE INDUSTRIES LTD.,AROGRANITE
514010,HIMACHAL FIBRES LTD.,RUDRAECO
514028,RAJKAMAL SYNTHETICS LTD.,RAJKSYN
514030,DEEPAK SPINNERS LTD.,DEEPAKSP
514036,LOYAL TEXTILE MILLS LTD.,LOYALTEX
514043,HIMATSINGKA SEIDE LTD.,HIMATSEIDE
514045,BSL LTD.,BSL
514060,Evergreen Textiles Limited,MARKOBENZ
514087,PBM POLYTEX LTD.,PBMPOLY
514113,ADINATH TEXTILES LTD.,ADINATH
514128,KONARK SYNTHETIC LTD.,KONARKSY
514138,SURYALATA SPINNING MILLS LTD.,SURYALA
514140,SURYAVANSHI SPINNING MILLS LTD.,SURYVANSP
514142,T T LTD.,TTL
514162,WELSPUN INDIA LTD.,WELSPUNLIV
514165,INDIAN ACRYLICS LTD.,INDIANACRY
514167,GANESHA ECOSPHERE LTD.,GANECOS
514171,CEETA INDUSTRIES LTD.,CEETAIN
514175,VARDHMAN POLYTEX LTD.,VARDMNPOLY
514183,BLACK ROSE INDUSTRIES LTD.,BLACKROSE
514197,S&T CORPORATION LTD.,STCORP
514221,K-Lifestyle & Industries Limited,KLIFESTYL
514223,RAMGOPAL POLYTEX LTD.,RAMGOPOLY
514234,SANGAM (INDIA) LTD.,SANGAMIND
514238,Mkventures Capital Ltd,MKVENTURES
514240,Kush Industries Ltd,KUSHIND
514248,SREECHEM RESINS LTD.,SRECR
514264,SEASONS TEXTILES LTD.,SEASONST
514266,ZENITH FIBRES LTD.,ZENIFIB
514272,BHILWARA SPINNERS LTD.,BHILSPIN
514274,AARVEE DENIMS & EXPORTS LTD.,AARVEEDEN
514280,Sanrhea Technical Textiles Ltd.,SANTETX
514286,ASHIMA LTD.,ASHIMASYN
514300,PIONEER EMBROIDERIES LTD.,PIONEEREMB
514302,VIPPY SPINPRO LTD.,VIPPYSP
514312,JAIHIND SYNTHETICS LTD.,JAIHINDS
514316,RAGHUVIR SYNTHETICS LTD.,RAGHUSYN
514318,JATTASHANKAR INDUSTIES LTD.,JATTAINDUS
514322,KAMADGIRI FASHION LTD.,KAMADGIRI
514324,OMNITEX INDUSTRIES (INDIA) LTD.,OMNITEX
514326,PATSPIN INDIA LTD.,PATSPINLTD
514330,One Global Service Provider Ltd,ONEGLOBAL
514332,NEO INFRACON LTD.,NEOINFRA
514336,Genesis Ibrc India Ltd,GENESIS
514348,WINSOME YARNS LTD.,WINSOME
514354,PREMIER POLYFILM LTD.,PREMIERPOL
514358,Everlon Financials Ltd,EVERFIN
514360,Gupta Carpets International Ltd.,KRRAIL
514378,YARN SYNDICATE LTD.,YARNSYN
514386,GUJARAT COTEX LTD.,GUJCOTEX
514400,GARWARE SYNTHETICS LTD.,GARWSYN
514402,Eco Hotels And Resorts Ltd,ECOHOTELS
514412,SARUP INDUSTRIES LTD.,SARUPINDUS
514418,Mangalam Organics Limited,MANORG
514428,HINDUSTAN ADHESIVES LTD.,HINDADH
514440,Blue Pearl Texspin Limited,BPAGRI
514442,SRI KPR INDUSTRIES LTD.,SRIKPRIND
514446,Ls Industries Ltd.,LSIND
514448,JYOTI RESINS & ADHESIVES LTD.,JYOTIRES
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU
514454,SOUTHERN LATEX LTD.,SOUTLAT
514460,OSWAL YARNS LTD.,OSWAYRN
514470,WINSOME TEXTILE INDUSTRIES LTD.,WINSOMTX
515018,REGENCY CERAMICS LTD.,REGENCERAM
515030,ASAHI INDIA GLASS LTD.,ASAHIINDIA
515037,MURUDESHWAR CERAMICS LTD.,MURUDCERA
515043,SAINT-GOBAIN SEKURIT INDIA LTD.,SAINTGOBAIN
515055,Anant Raj Limited,ANANTRAJ
515059,MADHUSUDAN INDUSTRIES LTD.,MADHUDIN
515085,RESTILE CERAMICS LTD.,RESTILE
515093,MADHAV MARBLES & GRANITES LTD.,MADHAV
515127,Ramasigns Industries Ltd,RAMASIGNS
515145,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.,HINDNATGLS
515147,Haldyn Glass Ltd,HALDYNGL
516003,Duroply Industries Ltd,DUROPLY
516016,SHREYANS INDUSTRIES LTD.,SHREYANIND
516020,AGIO PAPER & INDUSTRIES LTD.,AGIOPAPER
516022,STAR PAPER MILLS LTD.,STARPAPER
516030,Pakka Ltd,PAKKA
516032,Tahmar Enterprises Ltd,TAHMARENT
516038,SOMA PAPERS & INDUSTRIES LTD.,SOMAPPR
516064,Arrow Greentech Ltd,ARROWGREEN
516072,VISHNU CHEMICALS LTD.,VISHNU
516078,JUMBO BAG LTD.,JUMBO
516082,N.R.AGARWAL INDUSTRIES LTD.,NRAIL
516092,3P Land Holdings Ltd,3PLAND
516096,SANGAL PAPERS LTD.,SANPA
516098,VENTURA TEXTILES LTD.,VENTURA
516106,SHREE KARTHIK PAPERS LTD.,SHKARTP
516108,SOUTH INDIA PAPER MILLS LTD.,STHINPA
516110,Family Care Hospitals Ltd,FAMILYCARE
517015,VINDHYA TELELINKS LTD.,VINDHYATEL
517035,RIR Power Electronics Ltd,RIR
517041,ADOR WELDING LTD.,ADORWELD
517059,SALZER ELECTRONICS LTD.,SALZERELEC
517063,JETKING INFOTRAIN LTD.,JETKINGQ
517096,APLAB LTD.,APLAB
517119,PCS TECHNOLOGY LTD.,PCS
517146,USHA MARTIN LTD.,USHAMART
517166,SPEL SEMICONDUCTOR LTD.,SPELS
517168,SUBROS LTD.,SUBROS
517170,Edvenswa Enterprises Ltd,EDVENSWA
517174,HONEYWELL AUTOMATION INDIA LTD.,HONAUT
517201,SWITCHING TECHNOLOGIES GUNTHER LTD.,SWITCHTE
517206,LUMAX INDUSTRIES LTD.,LUMAXIND
517214,Digispice Technologies Ltd,DIGISPICE
517230,PAE LTD.,PAEL
517236,CALCOM VISION LTD.,CALCOM
517238,DYNAVISION LTD.,DYNAVSN
517246,BCC FUBA INDIA LTD.,BCCFUBA
517258,PRECISION ELECTRONICS LTD.,PRECISIO
517264,FINE-LINE CIRCUITS LTD.,FINELINE
517271,HBL POWER SYSTEMS LTD.,HBLENGINE
517273,S&S POWER SWITCHGEAR LTD.,S&SPOWER
517288,Gujarat Poly Electronics Ltd,GUJARATPOLY
517300,GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL
